timestamp,household_id,voltage,usage_kwh,device_status,region
2025-05-01 01:10:00,HH000,225.91,0.357,ON,West
2025-05-01 01:10:00,HH001,231.65,0.7,OFF,North
2025-05-01 01:10:00,HH002,231.71,0.309,OFF,East
2025-05-01 01:10:00,HH003,225.68,0.132,ON,West
2025-05-01 01:10:00,HH004,229.68,0.346,ON,East
2025-05-01 01:10:00,HH005,231.34,0.036,ON,South
2025-05-01 01:10:00,HH006,230.85,0.108,ON,South
2025-05-01 01:10:00,HH007,229.47,0.452,ON,West
2025-05-01 01:10:00,HH008,233.62,0.084,OFF,South
2025-05-01 01:10:00,HH009,230.75,0.158,OFF,South
2025-05-01 01:20:00,HH000,231.18,0.051,ON,East
2025-05-01 01:20:00,HH001,227.41,0.087,ON,West
2025-05-01 01:20:00,HH002,235.07,0.35,OFF,South
2025-05-01 01:20:00,HH003,225.39,0.011,ON,North
2025-05-01 01:20:00,HH004,229.88,0.483,OFF,East
2025-05-01 01:20:00,HH005,235.31,0.076,ON,South
2025-05-01 01:20:00,HH006,230.67,0.059,ON,North
2025-05-01 01:20:00,HH007,227.46,0.581,ON,West
2025-05-01 01:20:00,HH008,229.52,0.028,ON,East
2025-05-01 01:20:00,HH009,226.33,0.455,ON,West
2025-05-01 01:30:00,HH000,230.57,0.321,ON,East
2025-05-01 01:30:00,HH001,226.5,0.069,ON,South
2025-05-01 01:30:00,HH002,228.85,0.185,ON,East
2025-05-01 01:30:00,HH003,236.03,0.041,ON,West
2025-05-01 01:30:00,HH004,230.52,0.023,ON,North
2025-05-01 01:30:00,HH005,232.67,0.008,ON,West
2025-05-01 01:30:00,HH006,222.58,0.225,ON,North
2025-05-01 01:30:00,HH007,231.86,0.076,OFF,South
2025-05-01 01:30:00,HH008,231.08,0.549,OFF,North
2025-05-01 01:30:00,HH009,229.69,0.148,ON,North
2025-05-01 01:40:00,HH000,229.68,0.605,ON,South
2025-05-01 01:40:00,HH001,230.53,0.149,ON,South
2025-05-01 01:40:00,HH002,227.48,0.655,OFF,West
2025-05-01 01:40:00,HH003,224.91,0.126,ON,West
2025-05-01 01:40:00,HH004,234.23,0.037,ON,North
2025-05-01 01:40:00,HH005,233.51,0.117,OFF,South
2025-05-01 01:40:00,HH006,233.25,0.125,ON,South
2025-05-01 01:40:00,HH007,230.69,0.211,ON,South
2025-05-01 01:40:00,HH008,227.73,0.074,ON,West
2025-05-01 01:40:00,HH009,232.07,0.259,ON,North
2025-05-01 01:50:00,HH000,225.85,0.562,ON,West
2025-05-01 01:50:00,HH001,225.41,0.043,ON,North
2025-05-01 01:50:00,HH002,232.83,0.183,ON,West
2025-05-01 01:50:00,HH003,228.49,0.136,ON,North
2025-05-01 01:50:00,HH004,232.31,0.116,ON,East
2025-05-01 01:50:00,HH005,230.49,0.151,ON,South
2025-05-01 01:50:00,HH006,230.08,0.289,ON,South
2025-05-01 01:50:00,HH007,232.59,0.118,ON,West
2025-05-01 01:50:00,HH008,228.34,0.221,ON,East
2025-05-01 01:50:00,HH009,229.63,0.357,ON,North
2025-05-01 02:00:00,HH000,226.65,0.346,OFF,East
2025-05-01 02:00:00,HH001,230.78,1.115,OFF,North
2025-05-01 02:00:00,HH002,230.0,0.074,ON,East
2025-05-01 02:00:00,HH003,234.7,0.017,ON,West
2025-05-01 02:00:00,HH004,231.45,0.376,OFF,East
2025-05-01 02:00:00,HH005,224.52,0.685,OFF,East
2025-05-01 02:00:00,HH006,228.04,0.024,OFF,North
2025-05-01 02:00:00,HH007,230.43,0.04,ON,West
2025-05-01 02:00:00,HH008,229.22,0.007,ON,South
2025-05-01 02:00:00,HH009,229.68,0.317,OFF,West
2025-05-01 02:10:00,HH000,234.35,0.098,ON,West
2025-05-01 02:10:00,HH001,225.93,0.19,ON,West
2025-05-01 02:10:00,HH002,223.86,0.171,ON,East
2025-05-01 02:10:00,HH003,228.24,0.045,ON,East
2025-05-01 02:10:00,HH004,230.84,0.032,ON,West
2025-05-01 02:10:00,HH005,227.29,0.099,ON,South
2025-05-01 02:10:00,HH006,229.41,0.896,ON,West
2025-05-01 02:10:00,HH007,229.41,0.015,ON,East
2025-05-01 02:10:00,HH008,230.35,0.134,ON,West
2025-05-01 02:10:00,HH009,226.38,0.078,ON,North
2025-05-01 02:20:00,HH000,230.35,0.212,OFF,West
2025-05-01 02:20:00,HH001,225.86,0.241,ON,South
2025-05-01 02:20:00,HH002,229.53,0.081,ON,North
2025-05-01 02:20:00,HH003,229.83,0.372,OFF,North
2025-05-01 02:20:00,HH004,230.17,0.052,OFF,North
2025-05-01 02:20:00,HH005,229.95,0.406,ON,East
2025-05-01 02:20:00,HH006,226.76,0.57,ON,South
2025-05-01 02:20:00,HH007,234.74,0.161,ON,North
2025-05-01 02:20:00,HH008,228.92,0.938,ON,North
2025-05-01 02:20:00,HH009,231.71,0.054,OFF,East
2025-05-01 02:30:00,HH000,225.41,0.509,OFF,North
2025-05-01 02:30:00,HH001,227.82,0.095,ON,North
2025-05-01 02:30:00,HH002,234.34,0.761,ON,North
2025-05-01 02:30:00,HH003,231.55,0.094,OFF,South
2025-05-01 02:30:00,HH004,230.92,0.026,ON,East
2025-05-01 02:30:00,HH005,231.71,0.03,ON,East
2025-05-01 02:30:00,HH006,231.5,0.084,ON,South
2025-05-01 02:30:00,HH007,229.34,0.035,ON,South
2025-05-01 02:30:00,HH008,233.06,0.15,ON,West
2025-05-01 02:30:00,HH009,226.74,0.484,ON,South
2025-05-01 02:40:00,HH000,228.6,0.057,ON,North
2025-05-01 02:40:00,HH001,233.16,0.278,ON,West
2025-05-01 02:40:00,HH002,230.51,0.179,ON,West
2025-05-01 02:40:00,HH003,230.58,0.119,OFF,West
2025-05-01 02:40:00,HH004,229.32,0.494,ON,South
2025-05-01 02:40:00,HH005,231.77,0.381,ON,East
2025-05-01 02:40:00,HH006,233.9,0.265,ON,West
2025-05-01 02:40:00,HH007,230.5,0.066,ON,South
2025-05-01 02:40:00,HH008,231.78,0.928,OFF,West
2025-05-01 02:40:00,HH009,234.28,0.099,ON,West
2025-05-01 02:50:00,HH000,228.92,0.074,ON,East
2025-05-01 02:50:00,HH001,233.3,0.288,ON,North
2025-05-01 02:50:00,HH002,225.98,0.322,ON,East
2025-05-01 02:50:00,HH003,234.52,0.614,ON,East
2025-05-01 02:50:00,HH004,229.32,0.128,ON,East
2025-05-01 02:50:00,HH005,227.88,0.019,OFF,South
2025-05-01 02:50:00,HH006,236.38,0.07,ON,East
2025-05-01 02:50:00,HH007,237.79,0.449,ON,East
2025-05-01 02:50:00,HH008,226.46,0.183,ON,East
2025-05-01 02:50:00,HH009,234.65,0.495,ON,East
2025-05-01 03:00:00,HH000,234.06,0.108,ON,East
2025-05-01 03:00:00,HH001,225.19,0.065,ON,North
2025-05-01 03:00:00,HH002,228.65,0.234,OFF,North
2025-05-01 03:00:00,HH003,231.93,0.445,OFF,North
2025-05-01 03:00:00,HH004,235.15,0.405,ON,North
2025-05-01 03:00:00,HH005,225.74,0.025,ON,West
2025-05-01 03:00:00,HH006,228.71,0.135,ON,East
2025-05-01 03:00:00,HH007,228.27,0.058,ON,East
2025-05-01 03:00:00,HH008,233.87,0.075,ON,North
2025-05-01 03:00:00,HH009,229.79,0.071,ON,North
2025-05-01 03:10:00,HH000,228.31,0.094,ON,North
2025-05-01 03:10:00,HH001,229.16,0.063,ON,North
2025-05-01 03:10:00,HH002,229.83,0.208,OFF,West
2025-05-01 03:10:00,HH003,232.65,0.103,ON,West
2025-05-01 03:10:00,HH004,233.71,0.057,ON,North
2025-05-01 03:10:00,HH005,230.91,0.296,ON,South
2025-05-01 03:10:00,HH006,223.46,0.646,ON,North
2025-05-01 03:10:00,HH007,228.49,0.305,ON,South
2025-05-01 03:10:00,HH008,231.88,0.24,ON,North
2025-05-01 03:10:00,HH009,227.5,0.029,ON,South
2025-05-01 03:20:00,HH000,236.93,0.094,ON,West
2025-05-01 03:20:00,HH001,233.49,1.009,ON,South
2025-05-01 03:20:00,HH002,234.47,0.29,ON,West
2025-05-01 03:20:00,HH003,232.05,0.089,OFF,North
2025-05-01 03:20:00,HH004,234.79,0.233,ON,North
2025-05-01 03:20:00,HH005,228.44,0.194,ON,West
2025-05-01 03:20:00,HH006,231.57,0.271,ON,West
2025-05-01 03:20:00,HH007,226.47,0.038,OFF,South
2025-05-01 03:20:00,HH008,227.65,0.143,ON,North
2025-05-01 03:20:00,HH009,232.28,0.051,ON,North
2025-05-01 03:30:00,HH000,234.0,0.036,ON,West
2025-05-01 03:30:00,HH001,220.94,0.131,ON,North
2025-05-01 03:30:00,HH002,227.91,0.035,ON,West
2025-05-01 03:30:00,HH003,229.31,0.249,ON,North
2025-05-01 03:30:00,HH004,233.46,0.18,ON,East
2025-05-01 03:30:00,HH005,230.59,0.233,ON,West
2025-05-01 03:30:00,HH006,230.33,0.007,ON,West
2025-05-01 03:30:00,HH007,229.93,0.008,ON,East
2025-05-01 03:30:00,HH008,231.63,0.37,ON,South
2025-05-01 03:30:00,HH009,228.12,0.053,ON,West
2025-05-01 03:40:00,HH000,232.51,0.252,ON,West
2025-05-01 03:40:00,HH001,229.71,0.426,ON,North
2025-05-01 03:40:00,HH002,233.43,0.687,ON,East
2025-05-01 03:40:00,HH003,226.18,0.292,ON,South
2025-05-01 03:40:00,HH004,235.04,0.233,ON,South
2025-05-01 03:40:00,HH005,231.41,0.188,ON,West
2025-05-01 03:40:00,HH006,232.06,0.004,ON,West
2025-05-01 03:40:00,HH007,229.49,0.031,ON,East
2025-05-01 03:40:00,HH008,229.79,0.042,OFF,West
2025-05-01 03:40:00,HH009,229.27,0.37,ON,East
2025-05-01 03:50:00,HH000,230.35,0.029,OFF,South
2025-05-01 03:50:00,HH001,232.8,0.254,ON,South
2025-05-01 03:50:00,HH002,230.91,0.038,ON,South
2025-05-01 03:50:00,HH003,228.84,0.037,ON,South
2025-05-01 03:50:00,HH004,228.88,0.426,ON,West
2025-05-01 03:50:00,HH005,227.6,0.061,ON,North
2025-05-01 03:50:00,HH006,230.24,0.041,OFF,West
2025-05-01 03:50:00,HH007,229.54,0.055,ON,West
2025-05-01 03:50:00,HH008,227.67,0.01,ON,East
2025-05-01 03:50:00,HH009,231.18,0.081,ON,North
2025-05-01 04:00:00,HH000,223.79,0.053,ON,East
2025-05-01 04:00:00,HH001,232.25,0.213,ON,South
2025-05-01 04:00:00,HH002,226.8,0.677,OFF,South
2025-05-01 04:00:00,HH003,233.01,0.082,ON,South
2025-05-01 04:00:00,HH004,229.53,0.155,ON,North
2025-05-01 04:00:00,HH005,232.64,0.221,ON,South
2025-05-01 04:00:00,HH006,232.26,0.135,ON,South
2025-05-01 04:00:00,HH007,229.17,0.164,ON,South
2025-05-01 04:00:00,HH008,231.76,0.118,OFF,East
2025-05-01 04:00:00,HH009,231.36,0.115,ON,East
2025-05-01 04:10:00,HH000,230.62,0.947,ON,South
2025-05-01 04:10:00,HH001,226.73,0.117,ON,North
2025-05-01 04:10:00,HH002,230.37,0.011,OFF,West
2025-05-01 04:10:00,HH003,233.06,0.159,ON,South
2025-05-01 04:10:00,HH004,230.87,0.049,ON,North
2025-05-01 04:10:00,HH005,224.17,0.09,ON,South
2025-05-01 04:10:00,HH006,232.33,0.405,ON,East
2025-05-01 04:10:00,HH007,224.84,0.009,ON,West
2025-05-01 04:10:00,HH008,228.9,0.57,ON,North
2025-05-01 04:10:00,HH009,232.65,0.026,ON,South
2025-05-01 04:20:00,HH000,232.62,0.567,ON,East
2025-05-01 04:20:00,HH001,226.61,0.027,ON,West
2025-05-01 04:20:00,HH002,228.25,0.029,ON,West
2025-05-01 04:20:00,HH003,227.29,0.154,ON,East
2025-05-01 04:20:00,HH004,228.35,0.139,ON,North
2025-05-01 04:20:00,HH005,233.4,0.39,ON,North
2025-05-01 04:20:00,HH006,232.25,0.077,ON,North
2025-05-01 04:20:00,HH007,230.51,0.219,ON,West
2025-05-01 04:20:00,HH008,229.97,0.149,ON,West
2025-05-01 04:20:00,HH009,224.99,0.051,ON,West
2025-05-01 04:30:00,HH000,230.88,0.062,ON,North
2025-05-01 04:30:00,HH001,231.97,0.357,ON,East
2025-05-01 04:30:00,HH002,227.84,0.026,ON,South
2025-05-01 04:30:00,HH003,234.66,0.403,ON,South
2025-05-01 04:30:00,HH004,226.76,0.009,ON,East
2025-05-01 04:30:00,HH005,228.38,0.0,ON,South
2025-05-01 04:30:00,HH006,227.18,0.172,ON,West
2025-05-01 04:30:00,HH007,229.32,0.042,ON,North
2025-05-01 04:30:00,HH008,229.65,0.659,ON,North
2025-05-01 04:30:00,HH009,228.2,0.416,ON,East
2025-05-01 04:40:00,HH000,230.67,0.098,ON,South
2025-05-01 04:40:00,HH001,229.49,0.093,ON,East
2025-05-01 04:40:00,HH002,225.58,0.042,ON,East
2025-05-01 04:40:00,HH003,228.68,0.364,ON,East
2025-05-01 04:40:00,HH004,229.0,0.051,ON,West
2025-05-01 04:40:00,HH005,229.08,0.997,ON,West
2025-05-01 04:40:00,HH006,231.06,0.038,ON,West
2025-05-01 04:40:00,HH007,227.77,0.038,ON,West
2025-05-01 04:40:00,HH008,227.14,0.132,ON,South
2025-05-01 04:40:00,HH009,231.64,0.013,ON,South
2025-05-01 04:50:00,HH000,233.02,0.31,ON,West
2025-05-01 04:50:00,HH001,234.53,0.083,ON,South
2025-05-01 04:50:00,HH002,227.32,0.068,ON,East
2025-05-01 04:50:00,HH003,230.16,0.028,ON,North
2025-05-01 04:50:00,HH004,225.83,0.276,ON,West
2025-05-01 04:50:00,HH005,227.36,0.043,ON,West
2025-05-01 04:50:00,HH006,231.59,0.449,ON,West
2025-05-01 04:50:00,HH007,228.07,0.118,ON,East
2025-05-01 04:50:00,HH008,231.81,0.027,ON,West
2025-05-01 04:50:00,HH009,227.56,0.189,ON,South
2025-05-01 05:00:00,HH000,234.62,0.022,ON,North
2025-05-01 05:00:00,HH001,231.08,0.021,ON,West
2025-05-01 05:00:00,HH002,229.64,0.505,ON,South
2025-05-01 05:00:00,HH003,232.15,0.148,ON,West
2025-05-01 05:00:00,HH004,232.92,0.04,ON,South
2025-05-01 05:00:00,HH005,229.53,0.043,ON,West
2025-05-01 05:00:00,HH006,225.43,0.141,ON,South
2025-05-01 05:00:00,HH007,230.89,0.021,ON,North
2025-05-01 05:00:00,HH008,231.46,0.502,ON,South
2025-05-01 05:00:00,HH009,225.39,0.057,ON,East
2025-05-01 05:10:00,HH000,231.94,0.494,ON,North
2025-05-01 05:10:00,HH001,226.08,0.06,ON,West
2025-05-01 05:10:00,HH002,234.9,0.16,OFF,South
2025-05-01 05:10:00,HH003,227.36,0.21,ON,South
2025-05-01 05:10:00,HH004,232.29,0.392,ON,North
2025-05-01 05:10:00,HH005,227.28,0.173,OFF,North
2025-05-01 05:10:00,HH006,227.5,0.171,ON,North
2025-05-01 05:10:00,HH007,226.39,0.412,ON,South
2025-05-01 05:10:00,HH008,226.81,0.142,ON,East
2025-05-01 05:10:00,HH009,231.84,0.248,OFF,South
2025-05-01 05:20:00,HH000,225.04,0.004,ON,South
2025-05-01 05:20:00,HH001,230.73,0.36,ON,North
2025-05-01 05:20:00,HH002,231.83,0.145,OFF,South
2025-05-01 05:20:00,HH003,230.14,0.064,ON,West
2025-05-01 05:20:00,HH004,233.01,0.225,ON,South
2025-05-01 05:20:00,HH005,226.15,0.273,ON,East
2025-05-01 05:20:00,HH006,225.67,0.075,OFF,South
2025-05-01 05:20:00,HH007,225.03,0.188,ON,South
2025-05-01 05:20:00,HH008,224.39,0.16,ON,South
2025-05-01 05:20:00,HH009,235.02,0.05,ON,East
2025-05-01 05:30:00,HH000,230.4,0.062,ON,East
2025-05-01 05:30:00,HH001,228.98,0.191,ON,South
2025-05-01 05:30:00,HH002,226.34,0.06,ON,West
2025-05-01 05:30:00,HH003,231.95,0.019,ON,East
2025-05-01 05:30:00,HH004,224.16,0.452,ON,North
2025-05-01 05:30:00,HH005,233.24,0.341,ON,West
2025-05-01 05:30:00,HH006,229.65,0.087,ON,East
2025-05-01 05:30:00,HH007,239.73,0.055,ON,South
2025-05-01 05:30:00,HH008,229.22,0.151,ON,North
2025-05-01 05:30:00,HH009,235.1,0.052,ON,West
2025-05-01 05:40:00,HH000,226.06,0.062,ON,East
2025-05-01 05:40:00,HH001,229.11,0.225,ON,West
2025-05-01 05:40:00,HH002,232.86,0.112,OFF,North
2025-05-01 05:40:00,HH003,227.25,0.214,ON,West
2025-05-01 05:40:00,HH004,229.67,0.47,ON,North
2025-05-01 05:40:00,HH005,227.64,0.006,ON,North
2025-05-01 05:40:00,HH006,229.53,0.086,ON,South
2025-05-01 05:40:00,HH007,231.35,0.085,ON,South
2025-05-01 05:40:00,HH008,227.46,0.124,ON,North
2025-05-01 05:40:00,HH009,233.5,0.021,OFF,South
2025-05-01 05:50:00,HH000,231.46,0.469,ON,South
2025-05-01 05:50:00,HH001,228.86,0.212,ON,South
2025-05-01 05:50:00,HH002,231.59,0.038,ON,East
2025-05-01 05:50:00,HH003,228.26,0.206,ON,North
2025-05-01 05:50:00,HH004,227.39,0.248,ON,North
2025-05-01 05:50:00,HH005,227.7,0.037,ON,West
2025-05-01 05:50:00,HH006,230.92,0.14,ON,North
2025-05-01 05:50:00,HH007,230.79,0.26,ON,West
2025-05-01 05:50:00,HH008,227.68,0.138,ON,East
2025-05-01 05:50:00,HH009,230.72,0.203,ON,West
2025-05-01 06:00:00,HH000,227.74,0.069,OFF,North
2025-05-01 06:00:00,HH001,223.7,0.071,ON,North
2025-05-01 06:00:00,HH002,230.16,0.039,ON,North
2025-05-01 06:00:00,HH003,235.78,0.188,ON,West
2025-05-01 06:00:00,HH004,233.65,0.175,ON,West
2025-05-01 06:00:00,HH005,228.66,0.123,ON,East
2025-05-01 06:00:00,HH006,231.39,0.045,ON,West
2025-05-01 06:00:00,HH007,234.3,0.053,ON,South
2025-05-01 06:00:00,HH008,228.18,0.005,ON,East
2025-05-01 06:00:00,HH009,228.04,0.22,ON,East
2025-05-01 06:10:00,HH000,237.25,0.145,ON,East
2025-05-01 06:10:00,HH001,229.72,0.016,OFF,South
2025-05-01 06:10:00,HH002,232.41,0.087,ON,East
2025-05-01 06:10:00,HH003,228.63,0.152,ON,East
2025-05-01 06:10:00,HH004,225.24,0.36,ON,North
2025-05-01 06:10:00,HH005,230.47,0.051,ON,East
2025-05-01 06:10:00,HH006,238.01,0.066,ON,South
2025-05-01 06:10:00,HH007,231.36,0.21,OFF,West
2025-05-01 06:10:00,HH008,231.59,0.988,ON,West
2025-05-01 06:10:00,HH009,229.44,0.099,ON,East
2025-05-01 06:20:00,HH000,231.0,0.888,ON,North
2025-05-01 06:20:00,HH001,229.66,0.192,ON,East
2025-05-01 06:20:00,HH002,231.5,0.142,ON,North
2025-05-01 06:20:00,HH003,232.06,0.059,OFF,North
2025-05-01 06:20:00,HH004,235.29,0.079,ON,West
2025-05-01 06:20:00,HH005,229.52,0.017,ON,North
2025-05-01 06:20:00,HH006,231.47,0.061,ON,North
2025-05-01 06:20:00,HH007,230.53,0.028,ON,South
2025-05-01 06:20:00,HH008,227.65,0.159,OFF,West
2025-05-01 06:20:00,HH009,224.93,0.03,ON,West
2025-05-01 06:30:00,HH000,236.71,0.154,ON,East
2025-05-01 06:30:00,HH001,230.57,0.099,OFF,East
2025-05-01 06:30:00,HH002,228.45,0.392,ON,South
2025-05-01 06:30:00,HH003,229.63,0.051,OFF,West
2025-05-01 06:30:00,HH004,230.52,0.315,ON,North
2025-05-01 06:30:00,HH005,230.14,0.385,ON,North
2025-05-01 06:30:00,HH006,228.19,0.022,ON,North
2025-05-01 06:30:00,HH007,227.46,0.444,ON,East
2025-05-01 06:30:00,HH008,229.47,0.047,ON,West
2025-05-01 06:30:00,HH009,229.6,0.086,ON,South
2025-05-01 06:40:00,HH000,228.97,0.026,OFF,West
2025-05-01 06:40:00,HH001,229.54,0.058,ON,East
2025-05-01 06:40:00,HH002,227.77,0.025,ON,East
2025-05-01 06:40:00,HH003,234.25,0.061,ON,West
2025-05-01 06:40:00,HH004,228.01,0.419,ON,North
2025-05-01 06:40:00,HH005,233.73,0.006,ON,West
2025-05-01 06:40:00,HH006,234.57,0.243,OFF,North
2025-05-01 06:40:00,HH007,225.14,0.162,ON,East
2025-05-01 06:40:00,HH008,232.66,0.145,ON,South
2025-05-01 06:40:00,HH009,229.9,0.047,ON,East
2025-05-01 06:50:00,HH000,230.25,0.119,ON,East
2025-05-01 06:50:00,HH001,234.32,0.195,ON,West
2025-05-01 06:50:00,HH002,229.35,0.214,OFF,West
2025-05-01 06:50:00,HH003,229.53,0.057,ON,East
2025-05-01 06:50:00,HH004,230.64,0.18,ON,East
2025-05-01 06:50:00,HH005,228.24,0.568,ON,East
2025-05-01 06:50:00,HH006,230.48,0.085,ON,West
2025-05-01 06:50:00,HH007,231.99,0.027,ON,North
2025-05-01 06:50:00,HH008,233.28,0.204,ON,West
2025-05-01 06:50:00,HH009,229.84,0.147,OFF,South
2025-05-01 07:00:00,HH000,226.34,0.065,ON,North
2025-05-01 07:00:00,HH001,232.61,0.132,ON,East
2025-05-01 07:00:00,HH002,227.59,0.067,OFF,South
2025-05-01 07:00:00,HH003,229.49,0.627,OFF,South
2025-05-01 07:00:00,HH004,225.62,0.226,OFF,North
2025-05-01 07:00:00,HH005,221.42,0.122,ON,South
2025-05-01 07:00:00,HH006,231.8,0.611,ON,West
2025-05-01 07:00:00,HH007,225.66,0.334,ON,North
2025-05-01 07:00:00,HH008,229.77,0.453,OFF,South
2025-05-01 07:00:00,HH009,227.75,0.392,ON,North
2025-05-01 07:10:00,HH000,230.67,0.118,ON,North
2025-05-01 07:10:00,HH001,230.97,0.075,ON,South
2025-05-01 07:10:00,HH002,233.79,1.175,ON,South
2025-05-01 07:10:00,HH003,229.83,0.334,ON,West
2025-05-01 07:10:00,HH004,228.68,0.011,ON,South
2025-05-01 07:10:00,HH005,232.57,0.058,ON,East
2025-05-01 07:10:00,HH006,222.98,0.024,ON,South
2025-05-01 07:10:00,HH007,231.95,0.061,OFF,West
2025-05-01 07:10:00,HH008,235.88,0.903,ON,East
2025-05-01 07:10:00,HH009,224.73,0.053,ON,East
2025-05-01 07:20:00,HH000,224.97,0.177,ON,South
2025-05-01 07:20:00,HH001,234.23,0.284,ON,North
2025-05-01 07:20:00,HH002,223.62,0.255,OFF,North
2025-05-01 07:20:00,HH003,233.57,0.003,ON,West
2025-05-01 07:20:00,HH004,230.48,0.341,ON,West
2025-05-01 07:20:00,HH005,231.0,0.081,ON,East
2025-05-01 07:20:00,HH006,229.27,0.006,ON,South
2025-05-01 07:20:00,HH007,233.28,0.399,ON,North
2025-05-01 07:20:00,HH008,231.92,0.004,ON,South
2025-05-01 07:20:00,HH009,228.51,0.001,ON,West
2025-05-01 07:30:00,HH000,235.27,0.025,ON,East
2025-05-01 07:30:00,HH001,230.85,0.144,OFF,South
2025-05-01 07:30:00,HH002,229.5,0.133,ON,South
2025-05-01 07:30:00,HH003,230.02,0.112,ON,North
2025-05-01 07:30:00,HH004,232.78,0.097,ON,South
2025-05-01 07:30:00,HH005,228.25,1.601,OFF,South
2025-05-01 07:30:00,HH006,229.4,0.024,OFF,East
2025-05-01 07:30:00,HH007,225.3,0.001,ON,South
2025-05-01 07:30:00,HH008,233.64,0.036,ON,East
2025-05-01 07:30:00,HH009,229.61,0.125,ON,South
2025-05-01 07:40:00,HH000,230.72,0.04,ON,West
2025-05-01 07:40:00,HH001,234.61,0.093,ON,West
